source,target,flow1,flow2
"Jyvaskyla","Graz",4,1
"Jyvaskyla","Hamburg",3,2
"Jyvaskyla","Helsinki",2,6
"Jyvaskyla","Ingolstadt",2,2
"Jyvaskyla","Jyvaskyla",7,7
"Jyvaskyla","Karlsruhe",1,1
"Jyvaskyla","Katowice",1,2
"Jyvaskyla","Kiel",2,1
"Jyvaskyla","Leicester-Nottingham",1,2
"Jyvaskyla","Linz",1,5
"Jyvaskyla","London",3,10
"Jyvaskyla","Lyon",1,2
"Jyvaskyla","Mannheim",1,6
"Jyvaskyla","Milano",2,11
"Jyvaskyla","Munchen",2,3
"Jyvaskyla","Munster",1,5
"Jyvaskyla","Nice",1,2
"Jyvaskyla","Ostende-Bruges",1,1
"Jyvaskyla","Oulu",3,64
"Jyvaskyla","Oxford",1,1
"Jyvaskyla","Paris",4,10
"Jyvaskyla","Parma",3,4
"Jyvaskyla","Pisa",1,1
"Jyvaskyla","Stockholm",2,5
"Jyvaskyla","Stuttgart",2,5
"Jyvaskyla","Torino",1,4
"Jyvaskyla","Turku",1,38
"Jyvaskyla","Utrecht",1,2
"Jyvaskyla","Venezia",1,5
"Jyvaskyla","Wien",2,1
"Jyvaskyla","Zurich",2,2
"Kajaani","Klagenfurt",1,2
"Kajaani","Mannheim",1,6
"Kalmar","Bale",1,1
"Kalmar","Birmingham",1,1
"Kalmar","Bologna",1,2
"Kalmar","Bremen",2,3
"Kalmar","Cologne",1,9
"Kalmar","Den Haag",1,1
"Kalmar","Dusseldorf",1,5
"Kalmar","Essen",1,1
"Kalmar","Exeter",1,1
"Kalmar","Forli",2,1
"Kalmar","Frankfurt",2,8
"Kalmar","Kalmar",7,7
"Kalmar","Karlsruhe",1,1
"Kalmar","Karlstad",1,3
"Kalmar","Leicester-Nottingham",1,2
"Kalmar","Leipzig",2,2
"Kalmar","Linkoping",3,1
"Kalmar","Linz",1,1
"Kalmar","London",1,10
"Kalmar","Malmo",3,2
"Kalmar","Munchen",3,7
"Kalmar","Munster",1,1
"Kalmar","Paris",3,4
"Kalmar","Parma",1,4
"Kalmar","Santa Cruz de Tenerife",1,1
"Kalmar","Stuttgart",2,6
"Kalmar","Venezia",2,5
"Kalmar","Wien",2,1
"Kalmar","Zurich",2,1
"Kalmar","Zwolle",2,3
"Kaposvar","Bologna",1,2
"Kaposvar","Hannover",1,3
"Kaposvar","Munchen",1,7
"Kaposvar","Nurnberg",1,2
"Kaposvar","Paris",1,4
"Kaposvar","Zurich",1,1
"Karlovy Vary","Ancona",1,1
"Karlovy Vary","Annecy",1,2
"Karlovy Vary","Barcelone",1,1
"Karlovy Vary","Bologna",1,2
"Karlovy Vary","Cologne",2,9
"Karlovy Vary","Den Haag",1,1
"Karlovy Vary","Dusseldorf",1,5
"Karlovy Vary","Friedrichshafen",1,3
"Karlovy Vary","Rotterdam",1,3
"Karlovy Vary","Stuttgart",1,6
"Karlovy Vary","Zurich",1,1
"Karlsruhe","Aalborg",1,8
"Karlsruhe","Aberdeen",1,1
"Karlsruhe","Amsterdam",11,8
"Karlsruhe","Ancona",6,5
"Karlsruhe","Angouleme",1,1
"Karlsruhe","Annecy",2,2
"Karlsruhe","Anvers",2,6
"Karlsruhe","Athens",2,1
"Karlsruhe","Augsburg",10,8
"Karlsruhe","Baden-Baden",10,2
"Karlsruhe","Bad Kreuznach",2,2
"Karlsruhe","Bale",49,109
"Karlsruhe","Barcelone",2,9
"Karlsruhe","Bari",1,1
"Karlsruhe","Belfast",1,1
"Karlsruhe","Berlin",30,25
"Karlsruhe","Berne",7,13
"Karlsruhe","Besancon",9,1
"Karlsruhe","Bilbao",1,6
"Karlsruhe","Birmingham",29,25
"Karlsruhe","Blackpool",1,1
"Karlsruhe","Bologna",8,8
"Karlsruhe","Bolzano",9,1
"Karlsruhe","Bordeaux",1,1
"Karlsruhe","Bournemouth",2,3
"Karlsruhe","Braunschweig",15,15
"Karlsruhe","Bregenz",3,5
"Karlsruhe","Bremen",5,6
"Karlsruhe","Brighton",2,1
"Karlsruhe","Bristol",3,1
"Karlsruhe","Bruxelles",9,24
"Karlsruhe","Budapest",2,3
"Karlsruhe","Caen",3,2
"Karlsruhe","Cambridge",6,1
"Karlsruhe","Chambery",3,2
"Karlsruhe","Chateauroux",1,2
"Karlsruhe","Clermont-Ferrand",1,36
"Karlsruhe","Cologne",94,65
"Karlsruhe","Copenhague",4,4
"Karlsruhe","Cork",1,4
"Karlsruhe","Courtrai",1,1
"Karlsruhe","Cuneo",1,2
"Karlsruhe","Den Haag",5,7
"Karlsruhe","Dortmund",26,17
"Karlsruhe","Dresden",6,14
"Karlsruhe","Dusseldorf",35,29
"Karlsruhe","Edinburgh",3,3
"Karlsruhe","Eindhoven",56,43
"Karlsruhe","Enschede",7,4
"Karlsruhe","Epinal",1,1
"Karlsruhe","Erfurt",5,12
"Karlsruhe","Esbjerg",1,6
"Karlsruhe","Essen",9,13
"Karlsruhe","Exeter",1,1
"Karlsruhe","Flensburg",1,2
"Karlsruhe","Forli",4,1
"Karlsruhe","Frankfurt",99,110
"Karlsruhe","Freiburg",19,31
"Karlsruhe","Friedrichshafen",14,26
"Karlsruhe","Gand",4,1
"Karlsruhe","Geneve",11,13
"Karlsruhe","Genova",5,8
"Karlsruhe","Glasgow",3,2
"Karlsruhe","Gloucester",7,1
"Karlsruhe","Goteborg",2,3
"Karlsruhe","Graz",4,14
"Karlsruhe","Grenoble",4,5
"Karlsruhe","Groningen",2,3
"Karlsruhe","Halmstad",2,1
"Karlsruhe","Hamburg",28,35
"Karlsruhe","Hannover",33,14
"Karlsruhe","Helsinki",33,14
"Karlsruhe","Hof",4,4
"Karlsruhe","Ingolstadt",14,9
"Karlsruhe","Innsbruck",1,1
"Karlsruhe","Kalmar",1,1
"Karlsruhe","Karlsruhe",925,925
"Karlsruhe","Kassel",6,7
"Karlsruhe","Kiel",3,7
"Karlsruhe","Klagenfurt",1,3
"Karlsruhe","La Rochelle",1,6
"Karlsruhe","Leeds",5,2
"Karlsruhe","Leicester-Nottingham",1,5
"Karlsruhe","Leipzig",4,5
"Karlsruhe","Le Mans",1,1
"Karlsruhe","Liege",1,6
"Karlsruhe","Lille",2,2
"Karlsruhe","Linkoping",2,3
"Karlsruhe","Linz",14,6
"Karlsruhe","Liverpool",1,1
"Karlsruhe","London",45,22
"Karlsruhe","Lorient",1,4
"Karlsruhe","Lubeck",1,3
"Karlsruhe","Lugano",1,1
"Karlsruhe","Lyon",10,12
"Karlsruhe","Maastricht",2,3
"Karlsruhe","Madrid",2,6
"Karlsruhe","Malmo",2,7
"Karlsruhe","Manchester",4,1
"Karlsruhe","Mannheim",31,23
"Karlsruhe","Marseille",3,2
"Karlsruhe","Memmingen",9,15
"Karlsruhe","Metz-Nancy",5,2
"Karlsruhe","Middlesbrough",2,1
"Karlsruhe","Milano",51,28
"Karlsruhe","Monchengladbach",3,1
"Karlsruhe","Munchen",168,196
"Karlsruhe","Munster",23,16
"Karlsruhe","Nantes",1,2
"Karlsruhe","Newcastle",8,3
"Karlsruhe","Nice",5,2
"Karlsruhe","Nimes",1,1
"Karlsruhe","Nurnberg",32,29
"Karlsruhe","Orebro",1,1
"Karlsruhe","Orleans",3,2
"Karlsruhe","Oslo",2,3
"Karlsruhe","Oxford",5,8
"Karlsruhe","Paderborn",19,27
"Karlsruhe","Palermo",1,2
"Karlsruhe","Palma de Mallorca",1,1
"Karlsruhe","Pamplona",1,5
"Karlsruhe","Paris",118,100
"Karlsruhe","Parma",6,3
"Karlsruhe","Reims",1,1
"Karlsruhe","Roma",5,5
"Karlsruhe","Rotterdam",6,3
"Karlsruhe","Saarbrucken",5,7
"Karlsruhe","Saint-Etienne",6,1
"Karlsruhe","Saint-Gall",13,9
"Karlsruhe","Saint-Moritz",6,3
"Karlsruhe","Salzburg",5,4
"Karlsruhe","San Sebastian",4,6
"Karlsruhe","Santander",1,1
"Karlsruhe","Schwerin",8,3
"Karlsruhe","Sevilla",1,1
"Karlsruhe","Siegen",12,7
"Karlsruhe","Sion",2,2
"Karlsruhe","Southampton",3,1
"Karlsruhe","Stockholm",16,7
"Karlsruhe","Strasbourg",5,8
"Karlsruhe","Stuttgart",184,190
"Karlsruhe","Tampere",1,45
"Karlsruhe","Tarragona",2,1
"Karlsruhe","Thessaloniki",2,2
"Karlsruhe","Torino",23,21
"Karlsruhe","Toulouse",1,1
"Karlsruhe","Turku",3,38
"Karlsruhe","Udine",5,2
"Karlsruhe","Umea",2,2
"Karlsruhe","Utrecht",8,5
"Karlsruhe","Vasteras",1,1
"Karlsruhe","Venezia",16,13
"Karlsruhe","Verona",3,7
"Karlsruhe","Viborg",2,4
"Karlsruhe","Vicenza",5,1
"Karlsruhe","Vitoria-Gasteiz",1,2
"Karlsruhe","Wien",28,23
"Karlsruhe","Zalaegerszeg",1,1
"Karlsruhe","Zurich",118,69
"Karlsruhe","Zweibrucken",1,6
"Karlsruhe","Zwolle",3,1
"Karlstad","Amsterdam",1,8
"Karlstad","Augsburg",1,8
"Karlstad","Bale",2,1
"Karlstad","Barcelone",2,9
"Karlstad","Berne",1,13
"Karlstad","Birmingham",2,25
"Karlstad","Bologna",1,8
"Karlstad","Bruxelles",1,24
"Karlstad","Cologne",3,2
"Karlstad","Copenhague",1,16
"Karlstad","Courtrai",1,1
"Karlstad","Dortmund",2,17
"Karlstad","Eindhoven",1,4
"Karlstad","Enschede",1,1
"Karlstad","Essen",1,13
"Karlstad","Frankfurt",1,3
"Karlstad","Gavle-Sandviken",1,4
"Karlstad","Goteborg",3,7
"Karlstad","Graz",1,4
"Karlstad","Hannover",1,14
"Karlstad","Helsinki",3,22
"Karlstad","Karlstad",13,13
"Karlstad","Leeds",1,2
"Karlstad","Lille",1,2
"Karlstad","London",1,2
"Karlstad","Lugano",1,1
"Karlstad","Mannheim",2,2
"Karlstad","Memmingen",1,1
"Karlstad","Munchen",2,1
"Karlstad","Newcastle",1,3
"Karlstad","Orleans",1,2
"Karlstad","Oslo",2,2
"Karlstad","Paris",2,3
"Karlstad","Pori",4,6
"Karlstad","Saint-Etienne",1,1
"Karlstad","Stuttgart",4,9
"Karlstad","Utrecht",1,5
"Karlstad","Verona",1,7
"Karlstad","Wien",2,23
"Karlstad","Zaragoza",1,5
"Karlstad","Zurich",2,1
"Kassel","Aalborg",3,8
"Kassel","Aarhus",2,2
"Kassel","Amsterdam",6,2
"Kassel","Ancona",3,5
"Kassel","Annecy",1,1
"Kassel","Anvers",5,4
"Kassel","Athens",1,1
"Kassel","Augsburg",11,4
"Kassel","Baden-Baden",1,2
"Kassel","Bad Kreuznach",2,2
"Kassel","Bale",23,37
"Kassel","Beauvais",1,1
"Kassel","Berlin",11,16
"Kassel","Berne",7,5
"Kassel","Birmingham",16,2
"Kassel","Blackpool",1,1
"Kassel","Bologna",19,16
"Kassel","Bordeaux",2,1
"Kassel","Braunschweig",7,9
"Kassel","Bregenz",1,1
"Kassel","Bremen",6,4
"Kassel","Brighton",1,3
"Kassel","Bristol",1,1
"Kassel","Brno",1,2
"Kassel","Bruxelles",11,15
"Kassel","Budapest",1,1
"Kassel","Cambridge",3,1
"Kassel","Cardiff",1,2
"Kassel","Chambery",1,1
"Kassel","Cologne",43,41
"Kassel","Copenhague",7,9
"Kassel","Cordoba",2,2
"Kassel","Courtrai",2,2
"Kassel","Den Haag",11,15
"Kassel","Dijon",3,5
"Kassel","Dortmund",14,17
"Kassel","Dresden",8,22
"Kassel","Dusseldorf",38,21
"Kassel","Edinburgh",2,3
"Kassel","Eindhoven",14,9
"Kassel","Emden",1,2
"Kassel","Enschede",3,1
"Kassel","Epinal",1,1
"Kassel","Erfurt",1,13
"Kassel","Eskilstuna",1,1
"Kassel","Essen",17,16
"Kassel","Falun",1,1
"Kassel","Firenze",4,1
"Kassel","Flensburg",1,2
"Kassel","Frankfurt",90,76
"Kassel","Freiburg",9,12
"Kassel","Friedrichshafen",4,7
"Kassel","Gavle-Sandviken",1,2
"Kassel","Geneve",7,6
"Kassel","Genova",1,1
"Kassel","Gloucester",2,1
"Kassel","Goteborg",3,4
"Kassel","Graz",1,2
"Kassel","Grenoble",6,1
"Kassel","Groningen",4,5
"Kassel","Hamburg",22,12
"Kassel","Hannover",10,20
"Kassel","Haverfordwest",1,5
"Kassel","Helsinki",12,23
"Kassel","Hof",5,3
"Kassel","Hull",1,1
"Kassel","Ingolstadt",6,16
"Kassel","Innsbruck",2,1
"Kassel","Jonkoping",3,7
"Kassel","Karlsruhe",7,6
"Kassel","Karlstad",1,13
"Kassel","Kassel",504,504
"Kassel","Kiel",7,11
"Kassel","La Rochelle",1,6
"Kassel","Leeds",4,1
"Kassel","Leicester-Nottingham",1,5
"Kassel","Leipzig",3,7
"Kassel","Le Mans",1,1
"Kassel","Liege",2,4
"Kassel","Linkoping",1,2
"Kassel","Linz",23,18
"Kassel","Liverpool",2,1
"Kassel","London",63,31
"Kassel","Lubeck",3,11
"Kassel","Lyon",8,6
"Kassel","Maastricht",2,3
"Kassel","Madrid",2,4
"Kassel","Maidstone",2,1
"Kassel","Malmo",8,4
"Kassel","Manchester",1,1
"Kassel","Mannheim",24,31
"Kassel","Marseille",2,2
"Kassel","Memmingen",6,11
"Kassel","Metz-Nancy",1,1
"Kassel","Milano",27,21
"Kassel","Munchen",59,86
"Kassel","Munster",17,22
"Kassel","Napoli",1,1
"Kassel","Nice",1,2
"Kassel","Niort",4,2
"Kassel","Norwich",1,3
"Kassel","Nurnberg",23,17
"Kassel","Orleans",4,2
"Kassel","Oslo",1,2
"Kassel","Oxford",2,3
"Kassel","Paderborn",7,28
"Kassel","Paris",94,69
"Kassel","Parma",4,3
"Kassel","Perugia",1,3
"Kassel","Pescara",1,2
"Kassel","Rennes",3,1
"Kassel","Roma",3,1
"Kassel","Ronneby",12,1
"Kassel","Rostock",1,1
"Kassel","Rotterdam",7,5
"Kassel","Saarbrucken",6,5
"Kassel","Saint-Brieuc",1,1
"Kassel","Saint-Etienne",1,6
"Kassel","Saint-Gall",8,8
"Kassel","Saint-Moritz",4,3
"Kassel","Salzburg",3,7
"Kassel","Schwerin",1,5
"Kassel","Siegen",9,3
"Kassel","Southampton",6,2
"Kassel","Stockholm",4,5
"Kassel","Strasbourg",6,8
"Kassel","Stuttgart",67,68
"Kassel","Sundsvall",1,6
"Kassel","Swansea",1,2
"Kassel","Tarragona",1,1
"Kassel","Torino",17,10
"Kassel","Toulon",4,3
"Kassel","Trondheim",1,1
"Kassel","Turku",1,1
"Kassel","Utrecht",8,5
"Kassel","Vaxjo",2,1
"Kassel","Venezia",3,8
"Kassel","Verona",3,1
"Kassel","Vicenza",5,2
"Kassel","Vigo",1,1
"Kassel","Wien",15,29
"Kassel","Zurich",75,63
"Kassel","Zweibrucken",1,3
"Katowice","Ancona",1,5
"Katowice","Berne",1,5
"Katowice","Bratislava",2,2
"Katowice","Bruxelles",2,15
"Katowice","Dortmund",1,17
"Katowice","Dresden",2,22
"Katowice","Dusseldorf",1,21
"Katowice","Eindhoven",3,9
"Katowice","Enschede",1,1
"Katowice","Firenze",1,1
"Katowice","Frankfurt",4,3
"Katowice","Freiburg",2,12
"Katowice","Gdansk",1,1
"Katowice","Geneve",1,6
"Katowice","Graz",3,2
"Katowice","Grenoble",3,1
"Katowice","Hamburg",2,1
"Katowice","Katowice",11,11
"Katowice","Lille",1,6
"Katowice","Linz",2,18
"Katowice","London",3,1
"Katowice","Lyon",1,6
"Katowice","Mannheim",23,31
"Katowice","Metz-Nancy",1,1
"Katowice","Milano",8,5
"Katowice","Munchen",5,2
"Katowice","Munster",2,1
"Katowice","Murcia",4,1
"Katowice","Orebro",1,2
"Katowice","Paris",6,2
"Katowice","Parma",1,1
"Katowice","Piestany",1,2
"Katowice","Pisa",1,5
"Katowice","Poznan",3,2
"Katowice","Roma",2,1
"Katowice","Rotterdam",1,5
"Katowice","Saarbrucken",2,5
"Katowice","Siegen",1,3
"Katowice","Stuttgart",5,2
"Katowice","Torino",6,10
"Katowice","Venezia",1,8
"Katowice","Wien",3,2
"Katowice","Wroclaw",2,1
"Katowice","Zurich",1,2
"Kaunas","Kaunas",2,2
"Kaunas","Munchen",3,2
"Kavala","Stuttgart",1,2
"Kiel","Aalborg",1,8
"Kiel","Amiens",1,2
"Kiel","Amsterdam",2,1
"Kiel","Annecy",1,1
"Kiel","Augsburg",5,3
"Kiel","Bad Kreuznach",6,2
"Kiel","Bale",11,11
"Kiel","Banska Bystrica",1,2
"Kiel","Barcelone",3,1
"Kiel","Berlin",12,10
"Kiel","Berne",25,12
"Kiel","Besancon",5,1
"Kiel","Birmingham",8,10
"Kiel","Bologna",5,2
"Kiel","Bolzano",1,1
"Kiel","Braunschweig",2,6
"Kiel","Bremen",5,10
"Kiel","Brighton",1,3
"Kiel","Bristol",1,1
"Kiel","Bruxelles",2,15
"Kiel","Budapest",1,1
"Kiel","Calais",2,1
"Kiel","Cologne",22,9
"Kiel","Copenhague",1,5
"Kiel","Courtrai",1,2
"Kiel","Den Haag",2,1
"Kiel","Dijon",1,5
"Kiel","Dortmund",2,4
"Kiel","Dusseldorf",6,9
"Kiel","Eindhoven",4,7
"Kiel","Emden",1,2
"Kiel","Enschede",3,1
"Kiel","Erfurt",1,13
"Kiel","Esbjerg",1,3
"Kiel","Eskilstuna",1,1
"Kiel","Essen",4,10
"Kiel","Exeter",1,1
"Kiel","Forli",1,2
"Kiel","Frankfurt",29,26
"Kiel","Freiburg",14,14
"Kiel","Friedrichshafen",6,3
"Kiel","Geneve",4,7
"Kiel","Genova",1,1
"Kiel","Goteborg",1,4
"Kiel","Graz",1,2
"Kiel","Hamburg",8,13
"Kiel","Hannover",7,13
"Kiel","Helsinki",10,6
"Kiel","Ingolstadt",8,3
"Kiel","Innsbruck",4,4
"Kiel","Jyvaskyla",1,2
"Kiel","Karlsruhe",7,3
"Kiel","Kassel",11,7
"Kiel","Kiel",211,211
"Kiel","La Coruna",1,1
"Kiel","Leeds",1,3
"Kiel","Leicester-Nottingham",6,4
"Kiel","Liege",3,3
"Kiel","Lille",1,6
"Kiel","Limerick",3,1
"Kiel","London",33,27
"Kiel","Lubeck",11,5
"Kiel","Lugano",1,3
"Kiel","Lyon",4,2
"Kiel","Madrid",2,1
"Kiel","Malaga",1,1
"Kiel","Malmo",1,2
"Kiel","Manchester",2,3
"Kiel","Mannheim",5,8
"Kiel","Marseille",1,2
"Kiel","Memmingen",2,1
"Kiel","Metz-Nancy",1,1
"Kiel","Milano",10,18
"Kiel","Montpellier",2,2
"Kiel","Munchen",50,47
"Kiel","Munster",6,5
"Kiel","Nantes",1,2
"Kiel","Napoli",2,1
"Kiel","Newcastle",1,1
"Kiel","Nurnberg",8,6
"Kiel","Odense",1,1
"Kiel","Orebro",2,2
"Kiel","Oslo",2,4
"Kiel","Oxford",1,3
"Kiel","Paderborn",6,5
"Kiel","Paris",51,31
"Kiel","Parma",3,2
"Kiel","Pisa",2,6
"Kiel","Praha",1,3
"Kiel","Reims",2,4
"Kiel","Rennes",4,1
"Kiel","Roma",1,1
"Kiel","Rotterdam",1,3
"Kiel","Saint-Brieuc",1,1
"Kiel","Saint-Etienne",2,20
"Kiel","Saint-Gall",6,4
"Kiel","Saint-Moritz",3,4
"Kiel","Salzburg",1,7
"Kiel","Sion",1,1
"Kiel","Southampton",2,2
"Kiel","Stockholm",1,5
"Kiel","Strasbourg",3,1
"Kiel","Stuttgart",29,35
"Kiel","Swindon",2,16
"Kiel","Tampere",1,2
"Kiel","Torino",7,2
"Kiel","Toulon",3,3
"Kiel","Toulouse",2,1
"Kiel","Trieste",1,1
"Kiel","Turku",1,3
"Kiel","Utrecht",1,5
"Kiel","Vaasa",3,3
"Kiel","Verona",1,2
"Kiel","Viborg",3,1
"Kiel","Wien",11,14
"Kiel","Zurich",42,26
"Kiel","Zwolle",2,3
"Kirkwall","Kirkwall",2,2
"Klagenfurt","Amsterdam",6,3
"Klagenfurt","Ancona",1,5
"Klagenfurt","Anvers",2,1
"Klagenfurt","Augsburg",3,5
"Klagenfurt","Avignon",1,1
"Klagenfurt","Baden-Baden",11,2
"Klagenfurt","Bad Kreuznach",1,2
"Klagenfurt","Bale",9,3
"Klagenfurt","Barcelone",2,1
"Klagenfurt","Beauvais",2,1
"Klagenfurt","Berlin",3,6
"Klagenfurt","Berne",11,2
"Klagenfurt","Bologna",9,4
"Klagenfurt","Bolzano",1,1
"Klagenfurt","Bordeaux",2,3
"Klagenfurt","Braunschweig",1,4
"Klagenfurt","Bregenz",5,2
"Klagenfurt","Bremen",6,2
"Klagenfurt","Brno",1,2
"Klagenfurt","Bruxelles",4,2
"Klagenfurt","Catania",1,1
"Klagenfurt","Chambery",2,1
"Klagenfurt","Cologne",15,10
"Klagenfurt","Copenhague",5,2
"Klagenfurt","Courtrai",1,2
"Klagenfurt","Cuxhaven",1,3
"Klagenfurt","Den Haag",2,3
"Klagenfurt","Dortmund",7,3
"Klagenfurt","Dresden",8,4
"Klagenfurt","Dublin",3,2
"Klagenfurt","Dusseldorf",3,5
"Klagenfurt","Eindhoven",5,5
"Klagenfurt","Enschede",1,1
"Klagenfurt","Essen",4,10
"Klagenfurt","Forli",1,2
"Klagenfurt","Frankfurt",20,17
"Klagenfurt","Freiburg",6,8
"Klagenfurt","Friedrichshafen",2,4
"Klagenfurt","Gand",1,1
"Klagenfurt","Gavle-Sandviken",1,1
"Klagenfurt","Geneve",2,6
"Klagenfurt","Genova",1,1
"Klagenfurt","Gloucester",1,1
"Klagenfurt","Goteborg",2,1
"Klagenfurt","Graz",3,4
"Klagenfurt","Grenoble",3,1
"Klagenfurt","Groningen",1,2
"Klagenfurt","Hamburg",1,4
"Klagenfurt","Hannover",3,2
"Klagenfurt","Helsinki",6,6
"Klagenfurt","Hof",2,4
"Klagenfurt","Hull",1,1
"Klagenfurt","Ingolstadt",4,1
"Klagenfurt","Innsbruck",2,9
"Klagenfurt","Karlsruhe",3,1
"Klagenfurt","Kiel",1,211
"Klagenfurt","Klagenfurt",180,180
"Klagenfurt","Kristiansand",2,1
"Klagenfurt","Leicester-Nottingham",2,4
"Klagenfurt","Leipzig",2,1
"Klagenfurt","Le Mans",2,1
"Klagenfurt","Linz",12,8
"Klagenfurt","Ljubljana",2,1
"Klagenfurt","London",4,4
"Klagenfurt","Lubeck",1,5
"Klagenfurt","Lyon",1,4
"Klagenfurt","Maastricht",1,1
"Klagenfurt","Madrid",1,1
"Klagenfurt","Maidstone",1,1
"Klagenfurt","Manchester",2,3
"Klagenfurt","Mannheim",1,3
"Klagenfurt","Memmingen",5,3
"Klagenfurt","Milano",36,9
"Klagenfurt","Munchen",40,17
"Klagenfurt","Munster",4,11
"Klagenfurt","Nevers",2,1
"Klagenfurt","Nurnberg",19,10
"Klagenfurt","Orebro",1,3
"Klagenfurt","Orleans",2,2
"Klagenfurt","Oslo",1,2
"Klagenfurt","Oxford",1,3
"Klagenfurt","Paderborn",5,6
"Klagenfurt","Paris",17,7
"Klagenfurt","Perugia",1,3
"Klagenfurt","Pescara",1,2
"Klagenfurt","Reims",2,4
"Klagenfurt","Rennes",1,1
"Klagenfurt","Roma",2,2
"Klagenfurt","Rotterdam",4,2
"Klagenfurt","Rouen",2,1
"Klagenfurt","Saarbrucken",2,2
"Klagenfurt","Saint-Etienne",1,20
"Klagenfurt","Saint-Gall",3,2
"Klagenfurt","Salzburg",10,4
"Klagenfurt","Schwerin",1,5
"Klagenfurt","Siegen",6,3
"Klagenfurt","Southampton",2,2
"Klagenfurt","Stockholm",6,1
"Klagenfurt","Stuttgart",34,24
"Klagenfurt","Tampere",2,1
"Klagenfurt","Torino",1,5
"Klagenfurt","Trieste",1,1
"Klagenfurt","Utrecht",3,1
"Klagenfurt","Vaasa",1,3
"Klagenfurt","Venezia",4,4
"Klagenfurt","Vicenza",2,1
"Klagenfurt","Vitoria-Gasteiz",1,1
"Klagenfurt","Wien",4,6
"Klagenfurt","Zagreb",1,2
"Klagenfurt","Zurich",29,23
"Klagenfurt","Zweibrucken",1,3
"Klagenfurt","Zwolle",3,1
"Klaipeda","Cologne",1,10
"Klaipeda","Galway",1,1
"Klaipeda","Paris",1,7
"Klaipeda","Stuttgart",2,24
"Kokkola","Berne",2,2
"Kokkola","Linz",1,8
"Kokkola","London",2,4
"Kokkola","Munchen",1,1
"Kokkola","Utrecht",1,1
"Kosice","Essen",1,10
"Kosice","Firenze",2,2
"Kosice","Memmingen",1,3
"Kosice","Munster",1,11
"Kosice","Paris",1,7
"Kosice","Venezia",1,4
"Kozani","Bologna",1,4
"Kozani","Innsbruck",2,9
"Kozani","Kozani",1,1
"Kozani","Lyon",1,4
"Kozani","Paris",1,7
"Krakow","Ancona",2,5
"Krakow","Anvers",1,1
"Krakow","Augsburg",1,5
"Krakow","Bale",4,3
"Krakow","Berlin",1,1
"Krakow","Berne",3,2
"Krakow","Besancon",3,1
"Krakow","Birmingham",1,1
"Krakow","Bologna",1,1
"Krakow","Bournemouth",1,1
"Krakow","Bratislava",2,2
"Krakow","Braunschweig",1,4
"Krakow","Bremen",1,2
"Krakow","Bruxelles",4,2
"Krakow","Cologne",7,10
"Krakow","Copenhague",9,2
"Krakow","Cuneo",3,1
"Krakow","Den Haag",1,3
"Krakow","Dortmund",1,3
"Krakow","Essen",2,10
"Krakow","Flensburg",2,2
"Krakow","Forli",1,2
"Krakow","Frankfurt",5,1
"Krakow","Gdansk",2,1
"Krakow","Geneve",1,1
"Krakow","Genova",2,1
"Krakow","Glasgow",1,2
"Krakow","Hannover",2,2
"Krakow","Helsinki",4,2
"Krakow","Hull",1,1
"Krakow","Innsbruck",3,9
"Krakow","Krakow",6,6
"Krakow","Leeds",2,1
"Krakow","Leicester-Nottingham",1,4
"Krakow","Linz",1,8
"Krakow","London",8,4
"Krakow","Madrid",1,1
"Krakow","Mannheim",6,1
"Krakow","Metz-Nancy",2,1
"Krakow","Milano",5,2
"Krakow","Monchengladbach",1,1
"Krakow","Munchen",2,1
"Krakow","Munster",1,2
"Krakow","Napoli",1,1
"Krakow","Nurnberg",2,1
"Krakow","Odense",2,1
"Krakow","Paderborn",1,6
"Krakow","Pamplona",1,2
"Krakow","Paris",10,3
"Krakow","Parma",2,1
"Krakow","Piestany",1,2
"Krakow","Roma",2,1
"Krakow","Rotterdam",5,2
"Krakow","Rouen",1,1
"Krakow","Saarbrucken",3,2
"Krakow","Saint-Gall",1,2
"Krakow","Stockholm",1,1
"Krakow","Stuttgart",7,1
"Krakow","Swansea",1,2
"Krakow","Utrecht",2,1
"Krakow","Viborg",1,1
"Kristiansand","Bremen",1,1
"Kristiansand","Cardiff",1,1
"Kristiansand","Dublin",1,2
"Kristiansand","Enschede",1,1
"Kristiansand","Essen",1,10
"Kristiansand","Forli",1,2
"Kristiansand","Freiburg",1,8
"Kristiansand","Hamburg",1,4
"Kristiansand","Kristiansand",2,2
"Kristiansand","Mannheim",1,1
"Kristiansand","Milano",1,1
"Kristiansand","Munchen",1,1
"Kristiansand","Paris",1,7
"Kristiansand","Saint-Gall",1,2
"Kristiansand","Stavanger",1,2
"Kristiansand","Stockholm",1,1
"Kristiansand","Vasteras",1,1
"Kuopio","Anvers",1,1
"Kuopio","Bale",1,3
"Kuopio","Falun",1,1
"Kuopio","Geneve",1,1
"Kuopio","Helsinki",2,2
"Kuopio","Kuopio",1,1
"Kuopio","London",1,4
"Kuopio","Munster",2,2
"Kuopio","Sundsvall",1,6
"La Coruna","Barcelone",2,1
"La Coruna","Bilbao",1,6
"La Coruna","Chateauroux",1,1
"La Coruna","Cologne",1,10
"La Coruna","Cork",1,1
"La Coruna","Courtrai",1,1
"La Coruna","Dusseldorf",1,5
"La Coruna","Enschede",1,1
"La Coruna","Essen",2,10
"La Coruna","Forli",1,2
